"FID,POINTID,Depth,POINTID_1,EC,OC,Elev,oc1,ec1,LC0_Desc,EVI250,LST250,susm,twi,TH_LAT,TH_LONG,slope250,Prec_World,Temp_Iberi,pr37040,pr37060,pr58040,pr58060,T37040,t37060,t58560,t58540"
"994,31502164,0-20 cm,31502164,1.5,268,884,268,1.5,Shrubland,0.189106163,14765.75,66.1414032,-3.678139925,41.5914822,-4.081494396,10.98770046,32.99739838,11.98900032,31.08333333,30.33333333,31.75,30.25,5.699999809,6.75,6.849999905,5.800000191"
"995,31522178,0-20 cm,31522178,2.1,297.4,963,297.4,2.1,Cropland,0.185380759,14781.45,65.82730103,-0.456681997,41.7188913,-4.086734184,0.363407999,34.95999908,11.57619953,32.91666667,32.16666667,33.58333333,32.08333333,5.349999905,6.400000095,6.5,5.449999809"
"996,31522294,0-20 cm,31522294,6,317.6,1017,317.6,6,Cropland,0.20850289,14613.04651,68.78579712,-1.50711,42.74572312,-4.331858336,3.570879936,53.25559998,10.4630003,51.25,49.66666667,51.5,50.08333333,4.849999905,5.849999905,5.949999809,4.900000095"
"997,31542174,0-20 cm,31542174,1.7,206.5,957,206.5,1.7,Cropland,0.177790085,14715.04651,63.79959869,-2.320729971,41.68680381,-4.054851382,2.493170023,34.61920166,11.65450001,32.58333333,31.83333333,33.33333333,31.66666667,5.449999809,6.5,6.599999905,5.5"
"998,31542236,0-20 cm,31542236,1.6,183.4,966,183.4,1.6,Cropland,0.198767709,14670.15909,58.90439987,0.00146365,42.23593093,-4.184059268,1.586279988,38.74629974,11.50739956,36.5,35.66666667,37.16666667,35.66666667,5.599999905,6.650000095,6.699999809,5.650000095"
"999,31542242,0-20 cm,31542242,1.6,375.4,864,375.4,1.6,Cropland,0.202975192,14770.67568,57.47840118,-2.180089951,42.28904382,-4.196731685,1.184409976,38.61600113,11.80099964,36.41666667,35.58333333,37.08333333,35.5,5.849999905,6.949999809,7.050000191,6"
"1000,31562158,0-20 cm,31562158,1.8,276,977,276,1.8,Bareland,0.168390025,14810.10811,68.86650085,-0.530892015,41.54834576,-3.99843605,0.574588001,33.87319946,11.74670029,31.91666667,31.08333333,32.66666667,31,5.449999809,6.5,6.599999905,5.550000191"
"1001,31562258,0-20 cm,31562258,1,204.4,881,204.4,1,Cropland,0.179034583,14706.7619,53.72999954,1.152760029,42.43405027,-4.206764317,0.218803003,41.98469925,11.62819958,39.75,38.91666667,40.58333333,39.08333333,5.75,6.849999905,6.900000095,5.849999905"
"1002,31602108,0-20 cm,31602108,1.7,124.4,1078,124.4,1.7,Woodland,0.186540471,14674.62791,62.28689957,-3.120840073,41.11157572,-3.850450282,6.149099827,40.55770111,10.89850044,38.58333333,37.41666667,39.66666667,37.58333333,4.550000191,5.650000095,5.75,4.699999809"
"1003,31602148,0-20 cm,31602148,2.5,412.2,1012,412.2,2.5,Cropland,0.170872243,14737.02381,68.60520172,-2.962529898,41.46634963,-3.930949618,1.798210025,34.75239944,11.56439972,32.75,32,33.5,31.83333333,5.25,6.349999905,6.449999809,5.349999905"
"1004,31602166,0-20 cm,31602166,1.1,278,818,278,1.1,Cropland,0.17831926,14745.95238,63.79959869,-0.0943055,41.62592472,-3.967586277,0.656382978,32.00640106,12.09819984,30,29.25,30.83333333,29.41666667,5.849999905,6.949999809,7.050000191,5.949999809"
"1005,31622098,0-20 cm,31622098,5.9,552.2,1451,552.2,5.9,Woodland,0.235869746,14399.41463,61.51950073,-3.935539961,41.0261369,-3.807126779,15.16100025,66.23370361,8.142279625,63.33333333,61.58333333,64.83333333,61.5,2.599999905,3.75,3.799999952,2.75"
"1006,31622124,0-20 cm,31622124,0.8,243.9,974,243.9,0.8,Cropland,0.181070776,14700.59524,69.8993988,2.117389917,41.25681628,-3.859023278,0.610791981,35.85649872,11.67920017,34,33.25,34.75,33.08333333,5.199999809,6.300000191,6.400000095,5.300000191"
"1007,31622196,0-20 cm,31622196,2.2,440.1,990,440.1,2.2,Cropland,0.177531888,14795,64.84819794,-1.169440031,41.8951268,-4.005515024,0.347146004,35.73929977,11.37650013,33.75,32.83333333,34.33333333,32.75,5.25,6.349999905,6.449999809,5.349999905"
"1008,31642104,0-20 cm,31642104,2,173.6,1237,173.6,2,Woodland,0.227266027,14714.2381,62.28689957,-1.339050055,41.08266662,-3.79564159,0.656382978,45.81969833,9.97329998,43.75,42.5,44.66666667,42.41666667,3.950000048,5.050000191,5.150000095,4.099999905"
"1009,31662250,0-20 cm,31662250,1.8,400.1,854,400.1,1.8,Cropland,0.19474869,14699.46667,58.52690125,-1.457419991,42.38011981,-4.070352234,0.502563,41.69990158,11.73859978,39.5,38.41666667,40.25,38.66666667,5.900000095,6.949999809,7.050000191,6"
"1010,31682200,0-20 cm,31682200,3.5,223.2,934,223.2,3.5,Grassland,0.208209708,14734.80952,65.6792984,-2.274950027,41.94057286,-3.942593823,2.625380039,35.25579834,11.49989986,33.25,32.25,33.83333333,32.25,5.449999809,6.5,6.599999905,5.5"
"1011,31702172,0-20 cm,31702172,0.8,213.5,829,213.5,0.8,Cropland,0.209609434,14748.63415,57.93880081,1.241880059,41.69570373,-3.861678086,0.272558004,31.3647995,12.04759979,29.41666667,28.5,30,28.75,5.900000095,7,7.099999905,5.949999809"
"1012,31702240,0-20 cm,31702240,1.9,253.4,977,253.4,1.9,Cropland,0.18841241,14680.97674,65.06620026,-3.765409946,42.29827101,-4.001655329,4.009530067,41.43730164,11.27770042,39.16666667,38.33333333,39.91666667,38.08333333,5.400000095,6.5,6.599999905,5.550000191"
"1013,31702250,0-20 cm,31702250,1.7,452,925,452,1.7,Cropland,0.188402436,14713,58.52690125,-3.096149921,42.38683021,-4.022559024,2.277390003,42.87639999,11.4623003,40.66666667,39.58333333,41.33333333,39.75,5.599999905,6.699999809,6.800000191,5.75"
"1014,31702276,0-20 cm,31702276,6.4,277,1044,277,6.4,Woodland,0.214418445,14677.82927,60.94779968,-3.456010103,42.61702009,-4.077298384,6.937839985,50.89279938,10.88990021,48.41666667,47.25,49.16666667,47.5,5.300000191,6.349999905,6.400000095,5.349999905"
"1015,31722120,0-20 cm,31722120,1.6,156.2,1085,156.2,1.6,Shrubland,0.154234236,14754.23077,77.25759888,-3.037009954,41.23775954,-3.733654459,2.112240076,37.98649979,11.19789982,35.83333333,34.83333333,36.83333333,35,4.800000191,5.900000095,6,4.900000095"
"1016,31722206,0-20 cm,31722206,1.4,292.4,919,292.4,1.4,Cropland,0.192703725,14773.25641,62.93870163,0.499942988,42.00038876,-3.907444124,1.261319995,34.60210037,11.76379967,32.58333333,31.66666667,33.25,31.66666667,5.699999809,6.75,6.849999905,5.75"
"1017,31722228,0-20 cm,31722228,1.2,311.9,848,311.9,1.2,Cropland,0.185273321,14715.93023,66.03669739,-1.261399984,42.19531604,-3.952853205,0.327573001,36.50680161,11.91720009,34.58333333,33.41666667,35,33.66666667,6,7.099999905,7.199999809,6.099999905"
"1018,31742190,0-20 cm,31742190,2.3,222.6,982,222.6,2.3,Cropland,0.165366869,14818.81579,64.21230316,0.322156012,41.86188885,-3.850962348,0.912986994,34.59339905,11.50139999,32.5,31.5,33.16666667,31.58333333,5.400000095,6.5,6.599999905,5.5"
"1019,31782120,0-20 cm,31782120,0.5,130.5,1079,130.5,0.5,Bareland,0.164122111,14680.64286,77.25759888,-1.488849998,41.2475489,-3.663218018,0.577453017,37.3307991,11.16469955,35.25,34.16666667,36.16666667,34.41666667,4.800000191,5.849999905,6,4.900000095"
"1020,31782138,0-20 cm,31782138,1.6,107,1112,107,1.6,Grassland,0.172454658,14746.53659,57.55970001,-3.012069941,41.40728315,-3.698936941,0.609440029,38.55469894,10.91930008,36.25,35.25,37.16666667,35.33333333,4.699999809,5.800000191,5.900000095,4.800000191"
"1021,31782252,0-20 cm,31782252,2,239.5,901,239.5,2,Cropland,0.193321708,14723.15,62.60309982,4.694099903,42.41789808,-3.931108233,1.793159962,44.78519821,11.2493,42.58333333,41.5,43.33333333,41.66666667,5.5,6.5,6.599999905,5.550000191"
"1022,31822122,0-20 cm,31822122,1.8,95,1102,95,1.8,Shrubland,0.176211615,14658.30233,72.17220306,-2.961730003,41.27180009,-3.620193149,1.588879943,37.87680054,11.00650024,35.75,34.58333333,36.66666667,34.91666667,4.699999809,5.800000191,5.900000095,4.800000191"
"1023,31822144,0-20 cm,31822144,0.8,50.8,1299,50.8,0.8,Woodland,0.182061445,14627.93182,62.59220123,-3.416990042,41.46704255,-3.663776226,4.986780167,41.88270187,10.33180046,39.5,38.33333333,40.25,38.25,4.300000191,5.449999809,5.5,4.449999809"
"1024,31822180,0-20 cm,31822180,1.3,200.1,970,200.1,1.3,Cropland,0.164355077,14747.65,57.78509903,-2.540169954,41.78638655,-3.735907932,1.939779997,32.73880005,11.79710007,30.66666667,29.58333333,31.25,29.83333333,5.650000095,6.75,6.849999905,5.800000191"
"1025,31842150,0-20 cm,31842150,1.1,277.7,1121,277.7,1.1,Shrubland,0.17148464,14663.37778,62.46170044,-3.653310061,41.52353616,-3.652143511,3.821830034,38.56679916,10.79189968,36.25,35.25,37.08333333,35.08333333,4.650000095,5.75,5.849999905,4.800000191"
"1026,31842178,0-20 cm,31842178,0.9,234.6,902,234.6,0.9,Cropland,0.144987882,14759.62791,57.78509903,-1.792029977,41.77192247,-3.708198494,2.152800083,32.32080078,11.7968998,30.16666667,29.16666667,30.83333333,29.33333333,5.75,6.800000191,6.900000095,5.800000191"
"1027,31842214,0-20 cm,31842214,0.9,96,942,96,0.9,Cropland,0.175086355,14756.15789,64.82360077,-2.39312005,42.09111882,-3.781181348,1.164039969,36.23550034,11.56330013,34.25,33.25,34.91666667,33.41666667,5.550000191,6.650000095,6.75,5.599999905"
"1028,31862170,0-20 cm,31862170,0.7,122.4,829,122.4,0.7,Cropland,0.178313868,14737.20455,57.66859818,-0.62223202,41.70422852,-3.668468516,1.617169976,31.63199997,12.03779984,29.58333333,28.66666667,30.25,28.75,5.849999905,6.949999809,7.050000191,5.949999809"
"1029,31862210,0-20 cm,31862210,1,171.8,944,171.8,1,Cropland,0.185101366,14719.2,64.82360077,-2.346960068,42.05894601,-3.749237927,1.983469963,35.35829926,11.50599957,33.33333333,32.33333333,34,32.5,5.5,6.599999905,6.699999809,5.599999905"
"1030,31862228,0-20 cm,31862228,1,149.8,936,149.8,1,Cropland,0.183998373,14716.55263,68.55999756,-1.247460008,42.21849787,-3.786001735,1.417140007,38.75899887,11.49359989,36.75,35.66666667,37.33333333,35.75,5.599999905,6.699999809,6.800000191,5.650000095"
"1031,31882154,0-20 cm,31882154,1.4,253.1,983,253.1,1.4,Bareland,0.148206918,14727.74419,45.63339996,-1.997640014,41.56552864,-3.612912923,1.868800044,33.79069901,11.52999973,31.75,30.75,32.41666667,30.91666667,5.300000191,6.449999809,6.550000191,5.449999809"
"1032,31902120,0-20 cm,31902120,1.5,95.9,1232,95.9,1.5,Woodland,0.224631748,14542.90244,72.17220306,0.238509998,41.26697817,-3.522286794,0.899327993,41.17710114,10.17039967,38.83333333,37.75,39.83333333,38,4.25,5.349999905,5.449999809,4.400000095"
"1033,31902138,0-20 cm,31902138,1.2,248.5,1031,248.5,1.2,Cropland,0.179947947,14680.70455,60.64160156,-0.455568999,41.42677077,-3.557658332,1.169700027,35.37279892,11.28180027,33.41666667,32.33333333,34.08333333,32.33333333,5.050000191,6.150000095,6.300000191,5.150000095"
"1034,31922258,0-20 cm,31922258,2,408.7,935,408.7,2,Bareland,0.193553823,14718.35897,66.12779999,-1.939319968,42.49422142,-3.776015471,1.747059941,47.32170105,11.10589981,44.91666667,43.75,45.83333333,43.91666667,5.449999809,6.5,6.599999905,5.550000191"
"1035,31922312,0-20 cm,31922312,2.8,240.5,969,240.5,2.8,Grassland,0.293070736,14517.02273,60.48149872,-2.525059938,42.97248842,-3.888685083,3.377239943,67.48419952,10.53460026,64.83333333,62.91666667,65.33333333,63.58333333,5.75,6.800000191,6.900000095,5.849999905"
"1036,31962184,0-20 cm,31962184,2.2,405.4,1036,405.4,2.2,Cropland,0.166051807,14736.69048,62.42630005,0.263725996,41.84467211,-3.578073636,0.781500995,34.9557991,11.19270039,32.75,31.66666667,33.33333333,31.58333333,5.25,6.349999905,6.5,5.349999905"
"1037,31982142,0-20 cm,31982142,2.1,152.4,1043,152.4,2.1,Cropland,0.143439354,14706.18182,64.11949921,-1.446490049,41.47516349,-3.471271576,0.167524993,34.96670151,11.33940029,32.91666667,31.91666667,33.58333333,31.91666667,5.099999905,6.199999809,6.300000191,5.199999809"
"1038,31982206,0-20 cm,31982206,1.2,185.6,932,185.6,1.2,Bareland,0.193748383,14671.66667,74.70240021,-1.850499988,42.04306123,-3.598437657,3.341289997,36.69010162,11.11260033,34.58333333,33.58333333,35.33333333,33.5,5.25,6.349999905,6.449999809,5.300000191"
"1039,31982278,0-20 cm,31982278,1.7,206.7,1015,206.7,1.7,Shrubland,0.179417593,14653.39535,69.0042038,-3.700400114,42.68128722,-3.745393426,5.039589882,57.09059906,10.7737999,54.58333333,52.91666667,55.08333333,53.16666667,5.300000191,6.349999905,6.449999809,5.400000095"
"1040,32022132,0-20 cm,32022132,2.3,150,1082,150,2.3,Woodland,0.186166099,14679.21429,70.53029633,-3.2042799,41.39277987,-3.404599865,4.187160015,35.74470139,11.12759972,33.58333333,32.58333333,34.5,32.75,4.849999905,5.949999809,6.099999905,5"
"1041,32022142,0-20 cm,32022142,1.8,559.3,1109,559.3,1.8,Bareland,0.132548573,14755.72093,64.11949921,-0.263850987,41.48157477,-3.424118143,0.162523001,36.36560059,11.13140011,34.16666667,33.16666667,35,33.16666667,4.949999809,6.050000191,6.150000095,5.050000191"
"1042,32022168,0-20 cm,32022168,0.8,122.3,975,122.3,0.8,Woodland,0.163235777,14664.5,54.84479904,-0.862146974,41.71237812,-3.475224748,0.564444005,33.17919922,11.48869991,31,30,31.66666667,30.08333333,5.400000095,6.550000191,6.650000095,5.5"
"1043,32022208,0-20 cm,32022208,1.2,76.7,1075,76.7,1.2,Woodland,0.23677108,14598.1,74.70240021,-3.603389978,42.06728212,-3.554876837,3.945820093,36.54729843,11.03409958,34.41666667,33.33333333,35.16666667,33.33333333,5.199999809,6.300000191,6.449999809,5.300000191"
"1044,32042218,0-20 cm,32042218,3.5,387.9,1120,387.9,3.5,Woodland,0.213484687,14600.12195,77.91130066,-3.205270052,42.1592131,-3.551156971,3.132040024,41.90399933,10.41769981,39.5,38.41666667,40.16666667,38.25,4.599999905,5.699999809,5.800000191,4.699999809"
"1045,32062178,0-20 cm,32062178,0.6,129.6,999,129.6,0.6,Bareland,0.145209006,14765.62791,63.16320038,-2.783849955,41.80755211,-3.447623162,2.279920101,33.98509979,11.27050018,31.75,30.66666667,32.33333333,30.75,5.300000191,6.449999809,6.550000191,5.400000095"
"1046,32062232,0-20 cm,32062232,3.7,104.1,1030,104.1,3.7,Grassland,0.168532045,14622.45,80.58110046,-1.747969985,42.2866084,-3.555519184,2.639139891,43.31190109,10.8071003,40.91666667,39.83333333,41.66666667,39.91666667,5,6.050000191,6.199999809,5.099999905"
"1047,32062244,0-20 cm,32062244,1.8,456,960,456,1.8,Cropland,0.185573308,14702.38462,78.99859619,-2.066479921,42.39301248,-3.579810633,2.705660105,45.87129974,10.9059,43.58333333,42.25,44.25,42.33333333,5.199999809,6.25,6.400000095,5.25"
"1048,32062286,0-20 cm,32062286,1.4,71.2,1086,71.2,1.4,Woodland,0.239100393,14543.46341,59.88000107,-4.063809872,42.76527622,-3.665749136,14.80210018,63.25680161,10.24549961,60.33333333,58.5,61.08333333,59,4.949999809,6,6.099999905,5.050000191"
"1049,32102216,0-20 cm,32102216,0.8,124.1,1109,124.1,0.8,Woodland,0.182338614,14688.33333,78.33229828,-2.214540005,42.15115324,-3.475651927,3.157140017,41.7582016,10.41250038,39.33333333,38.25,39.91666667,38.08333333,4.599999905,5.699999809,5.800000191,4.699999809"
"1050,32102244,0-20 cm,32102244,2.9,299.3,967,299.3,2.9,Cropland,0.199950329,14632.46154,78.99859619,5.552289963,42.3994902,-3.53196502,1.612570047,46.31150055,10.83710003,43.83333333,42.75,44.66666667,42.75,5.199999809,6.25,6.349999905,5.25"
"1051,32142120,0-20 cm,32142120,3.3,404.4,1322,404.4,3.3,Shrubland,0.192335508,14617.09302,65.59529877,0.757184982,41.30523837,-3.240193398,6.854020119,46.51160049,9.598690033,43.83333333,42.58333333,44.83333333,42.58333333,3.75,4.849999905,4.949999809,3.900000095"
"1052,32142162,0-20 cm,32142162,1.2,190.7,967,190.7,1.2,Cropland,0.161249842,14688.56098,63.97140121,-2.556030035,41.67828843,-3.321481653,2.641940117,33.85329819,11.34449959,31.58333333,30.5,32.16666667,30.5,5.25,6.400000095,6.5,5.400000095"
"1053,32142246,0-20 cm,32142246,1.2,68.4,1021,68.4,1.2,Grassland,0.19875115,14633.80488,83.08959961,-1.873289943,42.42368188,-3.488143143,0.609440029,48.15209961,10.7656002,45.66666667,44.33333333,46.41666667,44.5,5.199999809,6.25,6.349999905,5.25"
"1054,32162128,0-20 cm,32162128,1.4,483,1263,483,1.4,Cropland,0.140771842,14710.25,60.57849884,-3.825690031,41.37947032,-3.232026686,6.323279858,39.87009811,10.50360012,37.5,36.41666667,38.5,36.33333333,4.550000191,5.650000095,5.75,4.699999809"
"1055,32162236,0-20 cm,32162236,1.1,133.7,1091,133.7,1.1,Cropland,0.194267295,14665.44737,89.28209686,-1.78471005,42.33820831,-3.444107125,0.857044995,46.99649811,10.26369953,44.41666667,43.16666667,45.33333333,43.33333333,4.75,5.800000191,5.949999809,4.800000191"
"1056,32162304,0-20 cm,32162304,1.9,130.5,656,130.5,1.9,Bareland,0.225849121,14626.39024,77.91999817,-0.652702987,42.94106642,-3.582368634,0.309432,68.51429749,11.92280006,65.41666667,63.41666667,66,64,7.300000191,8.350000381,8.449999809,7.349999905"
"1057,32182144,0-20 cm,32182144,0.9,147.8,984,147.8,0.9,Shrubland,0.14927016,14687.5,63.74309921,-3.662100077,41.52476321,-3.239279354,6.788829803,33.97480011,11.43939972,31.83333333,30.83333333,32.5,30.91666667,5.300000191,6.400000095,6.550000191,5.400000095"
"1058,32182176,0-20 cm,32182176,1.5,340.8,1051,340.8,1.5,Grassland,0.177417328,14686,49.02190018,-3.608799934,41.80894439,-3.301466282,2.050479889,35.88660049,10.77219963,33.5,32.5,34.25,32.33333333,4.949999809,6,6.150000095,5"
"1059,32182292,0-20 cm,32182292,1.5,268.1,772,268.1,1.5,Shrubland,0.221442804,14637.1,78.86260223,-4.018229961,42.83796389,-3.533599476,13.48239994,68.17250061,10.48649979,65,63,65.58333333,63.5,5.599999905,6.650000095,6.75,5.699999809"
"1060,32202154,0-20 cm,32202154,0.9,346.7,1008,346.7,0.9,Cropland,0.144617871,14685.63636,53.1310997,-2.43727994,41.61674363,-3.234992745,1.505190015,33.36410141,11.54679966,31.16666667,30.08333333,31.83333333,30.16666667,5.449999809,6.599999905,6.699999809,5.550000191"
"1061,32202208,0-20 cm,32202208,3.1,319.1,1088,319.1,3.1,Woodland,0.213328748,14706.92308,58.3207016,-2.536119938,42.09617736,-3.340626633,2.320379972,40.55120087,10.39690018,38.08333333,37,38.91666667,36.83333333,4.650000095,5.75,5.849999905,4.800000191"
"1062,32202250,0-20 cm,32202250,1.7,452.5,881,452.5,1.7,Cropland,0.18567874,14649.8,81.40540314,-0.631253004,42.46880362,-3.424358498,2.905380011,49.48049927,10.81389999,47,45.33333333,47.75,45.58333333,5.349999905,6.449999809,6.5,5.449999809"
"1063,32202258,0-20 cm,32202258,1.9,297.8,999,297.8,1.9,Cropland,0.185049225,14684.61538,81.40540314,-3.244349957,42.53975375,-3.440466327,2.72777009,52.67959976,10.50599957,49.91666667,48.5,50.5,48.5,5.050000191,6.099999905,6.25,5.150000095"
"1064,32222200,0-20 cm,32222200,3,102.4,1075,102.4,3,Grassland,0.204283721,14667.7,76.06089783,-2.325040102,42.02835268,-3.301044929,1.328209996,36.87279892,10.76720047,34.66666667,33.5,35.25,33.58333333,4.949999809,6.050000191,6.150000095,5.050000191"
"1065,32222206,0-20 cm,32222206,2.2,214.7,1038,214.7,2.2,Shrubland,0.203329166,14660.275,76.06089783,-1.185119987,42.08160882,-3.312864028,5.096479893,39.3321991,10.4218998,37,35.75,37.58333333,35.83333333,4.699999809,5.800000191,5.949999809,4.800000191"
"1066,32222210,0-20 cm,32222210,2.2,198.4,1125,198.4,2.2,Shrubland,0.217399799,14694.84211,58.3207016,-3.190629959,42.11711028,-3.32075901,2.973380089,41.72499847,10.23729992,39.25,38,40.08333333,37.91666667,4.599999905,5.699999809,5.800000191,4.699999809"
"1067,32222272,0-20 cm,32222272,1.7,212.2,681,212.2,1.7,Bareland,0.175925233,14675.95122,59.50159836,-1.774780035,42.66711384,-3.444746116,1.207859993,55.89759827,11.96879959,52.91666667,51.33333333,53.66666667,51.66666667,6.900000095,7.949999809,8.050000191,7"
"1068,32242118,0-20 cm,32242118,0.9,63.4,1375,63.4,0.9,Woodland,0.176825542,14660.14634,71.36319733,-3.543659925,41.30316895,-3.118759253,4.451169968,43.45230103,9.999690056,40.75,39.66666667,41.66666667,39.66666667,4.050000191,5.199999809,5.300000191,4.199999809"
"1069,32262314,0-20 cm,32262314,2.6,213.2,738,213.2,2.6,Grassland,0.26183278,14638.14286,95.36219788,-0.881757021,43.04587637,-3.482133651,0.77620399,77.91829681,11.00699997,74.25,72.08333333,74.91666667,72.83333333,6.550000191,7.550000191,7.599999905,6.599999905"
"1070,32282118,0-20 cm,32282118,3,326.9,1280,326.9,3,Grassland,0.149223525,14635.06818,66.8809967,-1.859509945,41.30941042,-3.071706029,1.439659953,41.82099915,10.26200008,39.16666667,38.16666667,40.16666667,38.16666667,4.300000191,5.400000095,5.550000191,4.449999809"
"1071,32282136,0-20 cm,32282136,1.1,304.1,1038,304.1,1.1,Cropland,0.155611603,14713.95,59.89590073,-2.32930994,41.46938891,-3.105945253,1.674780011,34.6711998,11.38980007,32.41666667,31.5,33.25,31.41666667,5.25,6.349999905,6.5,5.349999905"
"1072,32302124,0-20 cm,32302124,7.1,454.1,1303,454.1,7.1,Shrubland,0.141937311,14731.5641,62.58039856,-3.024580002,41.3658569,-3.059543195,2.504699945,42.44919968,10.21619987,39.75,38.83333333,40.75,38.75,4.25,5.400000095,5.550000191,4.400000095"
"1073,32302254,0-20 cm,32302254,1.5,203.7,877,203.7,1.5,Cropland,0.200786012,14607.15,77.74530029,-2.43095994,42.520261,-3.31252627,3.279730082,49.7262001,11.20170021,47,45.58333333,47.58333333,45.75,5.900000095,6.949999809,7.050000191,5.949999809"
"1074,32302268,0-20 cm,32302268,2,367.3,698,367.3,2,Grassland,0.195006705,14728.125,63.12530136,-0.610423982,42.64444946,-3.340555369,0.317333996,54.27209854,11.91740036,51.41666667,49.66666667,51.91666667,50,6.75,7.800000191,7.900000095,6.800000191"
"1075,32322290,0-20 cm,32322290,1.8,134.8,8888,134.8,1.8,Woodland,0.226665567,14624.54762,66.28749847,-3.484230042,42.84275047,-3.360812785,5.838719845,66.13189697,11.58440018,62.83333333,61,63.25,61.33333333,6.849999905,7.900000095,8,6.949999809"
"1076,32322300,0-20 cm,32322300,1,114.3,792,114.3,1,Cropland,0.219825285,14533.7907,82.95619965,-2.147730112,42.93141803,-3.381072834,4.612120152,71.16470337,10.98719978,67.66666667,65.83333333,68.16666667,66.33333333,6.25,7.300000191,7.349999905,6.300000191"
"1077,32342232,0-20 cm,32342232,3.8,251.5,1069,251.5,3.8,Woodland,0.217608177,14545.86047,92.28279877,-4.409840107,42.33138502,-3.220976137,14.89439964,47.5530014,9.729399681,44.75,43.5,45.41666667,43.58333333,4.449999809,5.550000191,5.650000095,4.550000191"
"1078,32342304,0-20 cm,32342304,1.7,207.8,719,207.8,1.7,Cropland,0.218692888,14574.46341,92.99770355,-1.361940026,42.97008259,-3.365043001,3.669759989,73.78099823,11.06120014,70.16666667,68.25,70.75,68.66666667,6.349999905,7.349999905,7.449999809,6.400000095"
"1079,32402314,0-20 cm,32402314,2.1,124.4,428,124.4,2.1,Grassland,0.278372939,14589.53659,75.29560089,-1.726150036,43.06832353,-3.312794436,6.838759899,80.89859772,11.52540016,77,74.58333333,77.58333333,75.25,7.349999905,8.350000381,8.449999809,7.400000095"
"1080,32402318,0-20 cm,32402318,1.9,434.6,458,434.6,1.9,Grassland,0.311421955,14603.38095,75.29560089,-2.952169895,43.10378867,-3.32091129,1.625309944,82.64350128,12.61789989,78.66666667,76.25,79.08333333,76.91666667,8.75,9.75,9.899999619,8.800000191"
"1081,32422186,0-20 cm,32422186,3.4,78.9,1194,78.9,3.4,Woodland,0.236693903,14530.69767,54.38800049,-2.117899895,41.93546723,-3.036020515,4.280449867,46.09049988,9.102390289,43.16666667,41.91666667,44,41.66666667,3.799999952,4.900000095,5.050000191,3.900000095"
"1082,32422190,0-20 cm,32422190,2.8,233.6,1147,233.6,2.8,Grassland,0.272341707,14562.825,54.38800049,5.513679981,41.97100055,-3.043720684,0.509090006,42.70709991,9.558179855,40.08333333,38.58333333,40.83333333,38.75,4.099999905,5.199999809,5.400000095,4.25"
"1083,32462114,0-20 cm,32462114,4.6,357.3,1246,357.3,4.6,Shrubland,0.137845455,14672.08889,67.10140228,-2.804739952,41.30164693,-2.852404278,2.147819996,41.23020172,10.56709957,38.41666667,37.25,39.41666667,37.5,4.699999809,5.800000191,5.900000095,4.75"
"1084,32462150,0-20 cm,32462150,0.8,47.9,1061,47.9,0.8,Woodland,0.18304863,14616.2,57.66619873,-2.440320015,41.62174786,-2.919963126,1.340569973,35.83499908,10.7191,33.5,32.5,34.25,32.41666667,4.849999905,5.949999809,6.099999905,4.900000095"
"1085,32462168,0-20 cm,32462168,1.7,82.1,1208,82.1,1.7,Woodland,0.214801122,14564.78049,42.59830093,-3.785939932,41.78173471,-2.954102025,3.978729963,41.04560089,9.755789757,38.41666667,37.08333333,39.16666667,37,4.199999809,5.300000191,5.5,4.349999905"
"1086,32462180,0-20 cm,32462180,1.6,109.9,1283,109.9,1.6,Woodland,0.21973424,14494.4359,58.34859848,-3.812890053,41.88836914,-2.976995997,6.874070168,44.73329926,9.103469849,42,40.58333333,42.58333333,40.33333333,3.900000095,5,5.099999905,3.950000048"
"1087,32482146,0-20 cm,32482146,3,332.8,1058,332.8,3,Woodland,0.170898528,14639.7561,57.66619873,-2.154609919,41.58926627,-2.888769839,2.266149998,36.4048996,10.73630047,34,33,34.83333333,32.83333333,4.800000191,5.949999809,6.099999905,4.949999809"
"1088,32522178,0-20 cm,32522178,2.8,114.6,1204,114.6,2.8,Woodland,0.233498612,14468.19512,46.32960129,-2.289489985,41.87986149,-2.901931231,3.490869999,47.9068985,8.709179878,45,43.5,45.75,43.25,3.599999905,4.699999809,4.849999905,3.700000048"
"1089,32542122,0-20 cm,32542122,2.5,559.5,1019,559.5,2.5,Cropland,0.152838471,14710.23256,64.66860199,-2.008529902,41.38501958,-2.773077689,3.748759985,37.53079987,11.25020027,35,34,35.83333333,33.91666667,5.25,6.349999905,6.449999809,5.349999905"
"1090,32542140,0-20 cm,32542140,0.8,180.3,978,180.3,0.8,Cropland,0.181145501,14684.875,63.97140121,-0.394915998,41.54510927,-2.806608838,3.003109932,35.78990173,11.1626997,33.41666667,32.5,34.16666667,32.25,5.199999809,6.349999905,6.449999809,5.300000191"
"1091,32542176,0-20 cm,32542176,2.4,93.7,1165,93.7,2.4,Woodland,0.20856087,14478.19048,46.32960129,-1.780830026,41.86516229,-2.874386159,2.298990011,41.45550156,9.482560158,38.83333333,37.41666667,39.58333333,37.33333333,4.150000095,5.300000191,5.400000095,4.25"
